UUID;Aktueller Name;Vorgeschlagener Name;Status;Sicherheit;Biografie (biography_de);Quelle;Quell-URL;Quellentyp;Verknüpfte Events;Verknüpfte Werke;Empfohlene Aktion;Prüf-/Bereinigungshinweis
8c2a5d46-7f05-41ce-9458-0dfe9ab62d26;Ennio Morricone;Ennio Morricone;Importbereit;Hoch;Ennio Morricone (1928–2020) war eine Persönlichkeit des Musiklebens mit Bezug zu Italien. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Klavier, Komposition, Arrangement und Trompete. Im erfassten Konzertrepertoire ist Ennio Morricone unter anderem mit „La Califfa“ und „Cinema Paradiso“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Ennio_Morricone;Wikidata + deutsche Wikipedia;0;2;biography_de per UUID aktualisieren;
4b1eb37e-b27c-4175-a61e-e22d60196ef1;Éric Montalbetti;Éric Montalbetti;Importbereit;Hoch;Éric Montalbetti (* 1968) ist eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition. Im erfassten Konzertrepertoire ist Éric Montalbetti unter anderem mit „„Nachtgebet“ für Violoncello und Orchester“ vertreten.;Wikidata;https://www.wikidata.org/wiki/Q33169132;Wikidata;1;1;biography_de per UUID aktualisieren;
00dffb10-be2b-4096-a219-df69e0882d0d;Erich Wolfgang Korngold;Erich Wolfgang Korngold;Importbereit;Hoch;Erich Wolfgang Korngold (1897–1957) war eine Persönlichkeit des Musiklebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Klavier, Dirigieren und Arrangement. Die verknüpften Münchner Programmdaten nennen Erich Wolfgang Korngold für Komposition bei „Münchner Philharmoniker: Korngold Williams Prokofjew“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Erich_Wolfgang_Korngold;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
fc206a3a-266c-4e9a-ad7c-575d2f1917b3;Ernst von Dohnanyi;Ernst von Dohnanyi;Importbereit;Hoch;Ernst von Dohnanyi (1877–1960) war eine Persönlichkeit des Musiklebens mit Bezug zu Ungarn. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Komposition, Klavier, Musikwissenschaft und Musikpädagogik.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Ernst_von_Dohn%C3%A1nyi;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
e94453ff-5b4b-4510-907f-ccc230bc39bb;Eva Wiener;Eva Wiener;Prüfung empfohlen;Mittel;Die verknüpften Münchner Programmdaten nennen Eva Wiener bei „Isabelle Faust & Friends / Baselitz / Salzburger Marionettentheater“.;Verknüpfte Veranstaltungsseite;https://www.br-musica-viva.de/konzerte/isabelle-faust-friends/;Projektquelle/Veranstaltung;1;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
8e478723-2a31-4a59-b884-aebb07c1e383;Fabian Jüngling;Fabian Jüngling;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
6701432e-3c53-4775-8a80-d905fc1a037d;Fazıl Say;Fazıl Say;Importbereit;Hoch;Fazıl Say (* 1970) ist eine Persönlichkeit des Musiklebens mit Bezug zu Türkei. Zu den dokumentierten Tätigkeitsfeldern gehören Klavier und Komposition. Die verknüpften Münchner Programmdaten nennen Fazıl Say bei „Fazil Say, Aslihan And Say & Aykut Köselerli“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Faz%C4%B1l_Say;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
f84e486f-4f73-4a3c-81d4-5604d9d157e4;Felix Kolb;Felix Kolb;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
cc40d943-71a4-43e3-96d7-902c8f0c30a7;Florentine Klepper;Florentine Klepper;Prüfung empfohlen;Hoch;Florentine Klepper (* 1975) ist eine Persönlichkeit des Kulturlebens. Zu den dokumentierten Tätigkeitsfeldern gehören Regie.;Wikidata;https://www.wikidata.org/wiki/Q95213748;Wikidata;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
29316e8d-c5db-4a27-8778-88a5d80b653c;Florian Christl;Florian Christl;Importbereit;Hoch;Florian Christl (* 1990) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Klavier. Die verknüpften Münchner Programmdaten nennen Florian Christl bei „Florian Christl“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Florian_Christl;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
eeb7553a-1d7d-4af5-a4b3-8eefda6233a7;Francis Poulenc;Francis Poulenc;Importbereit;Hoch;Francis Poulenc (1899–1963) war eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Klavier. Im erfassten Konzertrepertoire ist Francis Poulenc unter anderem mit „Konzert für Orgel, Streicher und Pauke“ und „Sextett für Klavier und Bläser“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Francis_Poulenc;Wikidata + deutsche Wikipedia;0;2;biography_de per UUID aktualisieren;
89276eb0-9bb9-41d1-96db-35d54c3e7a38;François Bastian;François Bastian;Prüfung empfohlen;Mittel bis hoch;François Bastian (* 1987) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland.;MusicBrainz: Francois Bastian;https://musicbrainz.org/artist/6c54cdbc-c2fc-43ef-a13e-04a46abb3ff8;MusicBrainz;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
c8c214e3-7783-4c24-8d95-1b8cb6380381;Frank Martin;Frank Martin;Importbereit;Hoch;Frank Martin (1890–1974) war ein Schweizer Komponist. In seiner Musik verband er eine an Johann Sebastian Bach und der französischen Tradition geschulte Klangsprache mit Elementen der Zwölftontechnik, ohne die Tonalität vollständig aufzugeben. Zu seinen wichtigen Werken gehören die „Petite Symphonie concertante“, das Oratorium „Golgotha“, die „Messe für zwei vierstimmige Chöre“ und die Oper „Der Sturm“. Martin wirkte außerdem als Pianist und lehrte Komposition an der Musikhochschule Köln.;Frank Martin – Wikipedia;https://de.wikipedia.org/wiki/Frank_Martin_(Komponist);Wikipedia;0;0;"biography_de aktualisieren; falsche Website ersetzen";Die hinterlegte Kabarett-Website gehört zu Martin Frank und nicht zum Schweizer Komponisten Frank Martin.
04257036-b8fe-48c2-986c-0d64d3307667;Franz Anton Hoffmeister;Franz Anton Hoffmeister;Importbereit;Hoch;Franz Anton Hoffmeister (1754–1812) war eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition. Die verknüpften Münchner Programmdaten nennen Franz Anton Hoffmeister für Komposition bei „Festliche Advents-Matinée“ und „Jubiläumskonzert: 75 Jahre ARD-Musikwettbewerb“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Franz_Anton_Hoffmeister;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
5fec9856-8672-4402-8e46-adfa635d59e9;Franz Liszt;Franz Liszt;Importbereit;Hoch;Franz Liszt (1811–1886) war eine Persönlichkeit des Kulturlebens mit Bezug zu Königreich Ungarn. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Klavier, Dirigieren, Musikpädagogik und Literatur. Als Instrument beziehungsweise stimmlicher Schwerpunkt sind Klavier und Orgel verzeichnet. Im erfassten Konzertrepertoire ist Franz Liszt unter anderem mit „Années de Pèlerinage (Deuxième Année Italie)“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Franz_Liszt;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
7cacd42f-74ca-49d4-b568-3005f9a51acd;Franz Schreker;Franz Schreker;Importbereit;Hoch;Franz Schreker (1878–1934) war eine Persönlichkeit des Kulturlebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Musikpädagogik, Literatur, Dirigieren und Arrangement. Im erfassten Konzertrepertoire ist Franz Schreker unter anderem mit „Nachtstück (Night Piece), Symphonic Interlude from the Opera Der ferne Klang“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Franz_Schreker;Wikidata + deutsche Wikipedia;2;1;biography_de per UUID aktualisieren;
08f9254b-1d34-45cf-bfdc-8141363d3e68;Franz Welser-M;Franz Welser-Möst;Nicht importieren;Hoch;;Datenbestand;;Dublettenerkennung;0;0;Mit Franz Welser-Möst zusammenführen;Abgeschnittener Dubletteneintrag ohne eigene Verknüpfungen.
2c523859-3243-4dfd-aa05-c9a19a6d8620;Franz Welser-Möst;Franz Welser-Möst;Prüfung empfohlen;Hoch;Franz Welser-Möst (* 1960) ist eine Persönlichkeit des Musiklebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren und Violine.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Franz_Welser-M%C3%B6st;Wikidata + deutsche Wikipedia;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
b8e90650-96c8-41dc-b769-6a8995bbb804;Franz-Josef Selig;Franz-Josef Selig;Importbereit;Hoch;Franz-Josef Selig (* 1962) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang und Bassgesang. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet. Die verknüpften Münchner Programmdaten nennen Franz-Josef Selig für solistische Mitwirkung bei „Münchner Philharmoniker: Beethoven Mozart“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Franz-Josef_Selig;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
b48bff75-94a1-482e-b6da-0bd37160f97e;Frédéric Chopin;Frédéric Chopin;Importbereit;Hoch;Frédéric Chopin (1810–1849) war eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Klavier und Musikpädagogik. Die verknüpften Münchner Programmdaten nennen Frédéric Chopin für Komposition bei „Münchner Philharmoniker: Dvořák Chopin Beach“ und „Münchner Philharmoniker: 4th Youth Concert“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Chopin;Wikidata + deutsche Wikipedia;3;0;biography_de per UUID aktualisieren;
41242bae-1b5c-4ef6-b130-8cdfdee8dc7e;Freya Apffelstaedt;Freya Apffelstaedt;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
0be0e4a2-b6d6-483e-9fa3-2673e8492557;Friedrich Cerha;Friedrich Cerha;Importbereit;Hoch;Friedrich Cerha (1926–2023) war eine Persönlichkeit des Musiklebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Komposition, Musikpädagogik und Violine. Im erfassten Konzertrepertoire ist Friedrich Cerha unter anderem mit „Konzert für Schlagzeug und Orchester“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Friedrich_Cerha;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
9ddde8dd-2660-4346-9e25-72321c052683;Friedrich Schiller;Friedrich Schiller;Prüfung empfohlen;Mittel bis hoch;Friedrich Schiller (1759–1805) war eine Persönlichkeit des Kulturlebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Literatur und Oboe.;MusicBrainz: German poet and playwright;https://musicbrainz.org/artist/6eea5386-1d69-424c-851c-1236a72db3c2;MusicBrainz;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
22d24f4c-4e77-4767-863f-7f107d1fbb21;Friedrich von Flotow;Friedrich von Flotow;Importbereit;Hoch;Friedrich von Flotow (1812–1883) war eine Persönlichkeit des Kulturlebens mit Bezug zu Großherzogtum Mecklenburg-Schwerin. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Tanz und Choreografie. Im erfassten Konzertrepertoire ist Friedrich von Flotow unter anderem mit „Ouvertüre zu „Alessandro Stradella““ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Friedrich_von_Flotow;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
c501b577-e201-4120-845b-610eccd52348;Friedrich von Thun;Friedrich von Thun;Importbereit;Hoch;Friedrich von Thun (* 1942) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Schauspiel und Regie. Die verknüpften Münchner Programmdaten nennen Friedrich von Thun bei „Senta Berger & Friedrich von Thun: Loriot – Szenen einer Ehe“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Friedrich_von_Thun;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
563e3759-65f8-4077-888e-a6c7ab111ab9;Fuad Ibrahimov;Fuad Ibrahimov;Importbereit;Hoch;Fuad Ibrahimov (* 1982) ist eine Persönlichkeit des Musiklebens mit Bezug zu Aserbaidschan. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren. Die verknüpften Münchner Programmdaten nennen Fuad Ibrahimov für Dirigat bei „Fuad Ibrahimov dirigiert die Neue Philharmonie München“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Fuad_Ibrahimov;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
4d3907b5-a726-4470-a20a-9e52011f3675;Gabriel Fauré;Gabriel Fauré;Importbereit;Hoch;Gabriel Fauré (1845–1924) war eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Orgel, Musikwissenschaft, Musikpädagogik und Klavier.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Gabriel_Faur%C3%A9;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
e8e3e924-9dad-4f41-9b91-b1c93a1a2e9a;Gareth Mattey;Gareth Mattey;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
b063ee4f-86ca-47b8-b5ef-6ae978af5858;Gaspare Spontini;Gaspare Spontini;Importbereit;Hoch;Gaspare Spontini (1774–1851) war eine Persönlichkeit des Musiklebens mit Bezug zu Kirchenstaat. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Dirigieren und Violine.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Gaspare_Spontini;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
be57a75a-b0d4-4806-8236-7a8c4859cc01;Georg Baselitz;Georg Baselitz;Importbereit;Mittel bis hoch;Georg Baselitz (1938–2026) war eine Persönlichkeit des Kulturlebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Bildende Kunst. Die verknüpften Münchner Programmdaten nennen Georg Baselitz bei „Isabelle Faust & Friends / Baselitz / Salzburger Marionettentheater“.;MusicBrainz: Georg Baselitz;https://musicbrainz.org/artist/2079a17f-f3cc-4b5e-b4ee-6f11e813daf5;MusicBrainz;1;0;biography_de per UUID aktualisieren;
3ada1171-e59a-4b4c-9461-8536568ada86;Georg Friedrich Händel;Georg Friedrich Händel;Importbereit;Hoch;Georg Friedrich Händel (1685–1759) war eine Persönlichkeit des Musiklebens mit Bezug zu Brandenburg-Preußen. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Cembalo, Orgel, Violine und Oboe. Im erfassten Konzertrepertoire ist Georg Friedrich Händel unter anderem mit „Alcina“ und „Semele“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Georg_Friedrich_H%C3%A4ndel;Wikidata + deutsche Wikipedia;4;3;biography_de per UUID aktualisieren;
08093adf-8bd7-4091-82f2-3be780e0378c;Gioacchino Rossini;Gioacchino Rossini;Importbereit;Hoch;Gioacchino Rossini (1792–1868) war eine Persönlichkeit des Musiklebens mit Bezug zu Königreich Italien. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Violoncello. Im erfassten Konzertrepertoire ist Gioacchino Rossini unter anderem mit „Petite Messe solennelle“, „Wilhelm Tell (Ouvertüre)“ und „La cenerentola“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Gioachino_Rossini;Wikidata + deutsche Wikipedia;0;3;biography_de per UUID aktualisieren;
9328a376-07b4-4869-aa59-4a01438cffa4;Giorgi Gigashvili;Giorgi Gigashvili;Importbereit;Hoch;Giorgi Gigashvili (* 2000) ist eine Persönlichkeit des Musiklebens mit Bezug zu Schweiz. Zu den dokumentierten Tätigkeitsfeldern gehören Klavier und Komposition. Die verknüpften Münchner Programmdaten nennen Giorgi Gigashvili für solistische Mitwirkung bei „Giorgi Gigashvili & das Münchener Kammerorchester“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Giorgi_Gigaschwili;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
806039a6-5e1a-47fe-97c3-eb96cd8768a7;Giorgio Mandolesi;Giorgio Mandolesi;Prüfung empfohlen;Mittel bis hoch;Die verknüpften Münchner Programmdaten nennen Giorgio Mandolesi für solistische Mitwirkung bei „Isabelle Faust & Friends / Baselitz / Salzburger Marionettentheater“.;MusicBrainz: fagotist;https://musicbrainz.org/artist/de778578-f673-4f01-9193-6b506dd0eb55;MusicBrainz;1;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
04fcf414-baa5-4780-9c4d-19f732cb7ddc;Giovanni De Angeli;Giovanni De Angeli;Prüfung empfohlen;Mittel bis hoch;Giovanni De Angeli (* 1967) ist eine Persönlichkeit des Musiklebens mit Bezug zu Italien. Zu den dokumentierten Tätigkeitsfeldern gehören Oboe.;MusicBrainz: oboist;https://musicbrainz.org/artist/c9e61f67-3630-4c05-a5f5-baf9194c0b48;MusicBrainz;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
255fdab7-a3e4-4934-8dce-11b2b1cdcb40;Giuseppe Verdi;Giuseppe Verdi;Importbereit;Hoch;Giuseppe Verdi (1813–1901) war eine Persönlichkeit des Kulturlebens mit Bezug zu Herzogtum Parma. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Dirigieren, Literatur und Klavier. Im erfassten Konzertrepertoire ist Giuseppe Verdi unter anderem mit „Rigoletto“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Giuseppe_Verdi;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
f8b02ca7-bf1c-48ab-9236-b840a863b579;Glen Wilson;Glen Wilson;Importbereit;Hoch;Glen Wilson (* 1952) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigte Staaten. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Cembalo, Klavier, Orgel und Harfe.;Wikidata + englische Wikipedia;https://en.wikipedia.org/wiki/Glen_Wilson_(harpsichordist);Wikidata + englische Wikipedia;0;0;biography_de per UUID aktualisieren;"MusicBrainz enthält 2 gleichnamige Personeneinträge; Zuordnung vor Import prüfen."
fc284d4b-c236-4566-9efc-1fbd4179aa63;Goldscheider;Ben Goldscheider;Nicht importieren;Mittel;;Datenbestand;http://www.romantic-robot.com/;Bestandsprüfung;0;0;Identität prüfen und voraussichtlich zusammenführen;"Nur der Nachname ist gespeichert; im Bestand existiert Ben Goldscheider. Die hinterlegte Website passt nicht belastbar zum Eintrag."
2a898779-760b-4af6-9e0a-d3a6f860ed76;Golfam Khayam;Golfam Khayam;Importbereit;Hoch;Golfam Khayam (* 1982) ist eine Persönlichkeit des Musiklebens mit Bezug zu Iran. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition. Im erfassten Konzertrepertoire ist Golfam Khayam unter anderem mit „I am not a tale to be told“ vertreten.;Wikidata;https://www.wikidata.org/wiki/Q5949370;Wikidata;2;1;biography_de per UUID aktualisieren;
2674f916-77c7-4f78-a36a-9898df9f179f;Gottfried von der Goltz;Gottfried von der Goltz;Importbereit;Hoch;Gottfried von der Goltz (* 1964) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren und Violine.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Gottfried_von_der_Goltz;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
708e6075-fe6a-4ad9-a884-ae0ebf5fa2b9;Gustavo Núñez;Gustavo Núñez;Prüfung empfohlen;Hoch;Gustavo Núñez (* 1965) ist eine Persönlichkeit des Musiklebens mit Bezug zu Königreich der Niederlande. Zu den dokumentierten Tätigkeitsfeldern gehören Fagott.;Wikidata + englische Wikipedia;https://en.wikipedia.org/wiki/Gustavo_N%C3%BA%C3%B1ez;Wikidata + englische Wikipedia;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
ca8cac78-543b-473d-aca2-51ea9f4d146c;Guy Barker;Guy Barker;Importbereit;Hoch;Guy Barker (* 1957) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Jazz und Trompete. Die verknüpften Münchner Programmdaten nennen Guy Barker für Komposition bei „Kisoboka – Everything Is Possible“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Guy_Barker;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
382c0c7d-ac40-4419-aba8-716ac52a20a9;Guy Barker and Alan Fernie;Guy Barker / Alan Fernie;Nicht importieren;Hoch;;Datenbestand;http://www.guybarker.co.uk/;Bestandsprüfung;0;1;In zwei Personen bzw. gemeinsame Urheberschaft aufteilen;Der Datensatz enthält zwei reale Personen und darf nicht als Einzelperson mit gemeinsamer Biografie geführt werden. Das verknüpfte Werk besitzt offenbar eine gemeinsame Urheberschaft.
1e721c13-8118-4188-8f02-67a798f056cf;Guy Cutting;Guy Cutting;Prüfung empfohlen;Mittel bis hoch;Guy Cutting ist eine Persönlichkeit des Musiklebens. Zu den dokumentierten Tätigkeitsfeldern gehören Tenor.;MusicBrainz: British tenor / countertenor;https://musicbrainz.org/artist/c596254e-8dfb-4a7d-9a4c-c87601a82052;MusicBrainz;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
58d9c051-34b5-43d4-89d2-4e70f413e05c;György Kurtág;György Kurtág;Importbereit;Hoch;György Kurtág (* 1926) ist eine Persönlichkeit des Musiklebens mit Bezug zu Ungarn. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Klavier und Musikpädagogik.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Gy%C3%B6rgy_Kurt%C3%A1g;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
268b83bb-e25c-4466-a001-82d7ddff0522;Halvor Festervoll Melien;Halvor Festervoll Melien;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
1445fd00-1b66-47b5-9f85-ae3955461431;Hannah Düben;Hannah Düben;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
0bec52ab-2aef-4bbc-9017-6fd268d84128;Hannah Kendall;Hannah Kendall;Importbereit;Hoch;"Hannah Kendall (* 1984) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition. Im erfassten Konzertrepertoire ist Hannah Kendall unter anderem mit „»the need / to be shattered & rebuilt« für Orchester“ und „»the need / to be shattered &#038; rebuilt« für Orchester“ vertreten.";Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Hannah_Kendall;Wikidata + deutsche Wikipedia;0;2;biography_de per UUID aktualisieren;
242ac06f-eb89-4dd5-b9a8-236a3c47e313;Hanno Simons;Hanno Simons;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
179ed955-3e98-46a2-91a9-49fb6b093c72;Hans Rott;Hans Rott;Importbereit;Hoch;Hans Rott (1858–1884) war eine Persönlichkeit des Musiklebens mit Bezug zu Kaisertum Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Orgel. Im erfassten Konzertrepertoire ist Hans Rott unter anderem mit „Orchestervorspiel E-Dur“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Hans_Rott_(Musiker);Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
49fe4b9e-73e8-4980-a865-02b3a18ce27c;Hansjörg Sofka;Hansjörg Sofka;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
c4476d80-3350-4597-a13b-3ee30aa8d08d;Harald Lesch;Harald Lesch;Importbereit;Hoch;Harald Lesch (* 1960) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Moderation und Literatur. Die verknüpften Münchner Programmdaten nennen Harald Lesch für Moderation bei „Quadro Nuevo & Prof. Harald Lesch: Sonne, Mond und Sterne“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Harald_Lesch;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
22c1d8e1-a499-437f-91cd-deecf62539e7;Harrison Birtwistle;Harrison Birtwistle;Importbereit;Hoch;Harrison Birtwistle (1934–2022) war eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Musikpädagogik. Im erfassten Konzertrepertoire ist Harrison Birtwistle unter anderem mit „Dinah and Nick’s Love Song“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Harrison_Birtwistle;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
