UUID;Aktueller Name;Vorgeschlagener Name;Status;Sicherheit;Biografie (biography_de);Quelle;Quell-URL;Quellentyp;Verknüpfte Events;Verknüpfte Werke;Empfohlene Aktion;Prüf-/Bereinigungshinweis
8e5bf085-3c9f-4b27-a3dc-142e4b868a90;Edgar Varèse;Edgar Varèse;Importbereit;Hoch;Edgar Varèse (1883–1965) war eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Musikwissenschaft und Dirigieren. Im erfassten Konzertrepertoire ist Edgar Varèse unter anderem mit „Octandre“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Edgar_Var%C3%A8se;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
34d133ae-540d-4af8-822d-c81abd681d5b;Edward Elgar;Edward Elgar;Importbereit;Hoch;Edward Elgar (1857–1934) war eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Dirigieren und Orgel. Im erfassten Konzertrepertoire ist Edward Elgar unter anderem mit „Symphonie Nr. 2 Es-Dur, op. 63“, „Symphonie Nr. 2“ und „Violinkonzert h-Moll, op. 61“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Edward_Elgar;Wikidata + deutsche Wikipedia;1;4;biography_de per UUID aktualisieren;
cad2a957-fb3c-40d5-b505-6c4c4e0e9592;Einojuhani Rautavaara;Einojuhani Rautavaara;Importbereit;Hoch;Einojuhani Rautavaara (1928–2016) war eine Persönlichkeit des Musiklebens mit Bezug zu Finnland. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Musikwissenschaft.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Einojuhani_Rautavaara;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
ba2b3235-aeb6-4609-8f18-c26c936d0340;Eleanor Lyons;Eleanor Lyons;Importbereit;Hoch;Eleanor Lyons ist eine Persönlichkeit des Musiklebens mit Bezug zu Australien. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang und Sopran. Die verknüpften Münchner Programmdaten nennen Eleanor Lyons für solistische Mitwirkung bei „Münchner Philharmoniker: Mendelssohn Bartholdy Schumann“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Eleanor_Lyons;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
9e3d1770-ed66-4b1a-9612-44d68063d03d;Elke Heidenreich;Elke Heidenreich;Importbereit;Hoch;Elke Heidenreich (* 1943) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Moderation, Literatur, Schauspiel und Oboe.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Elke_Heidenreich;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
0d918039-316b-4941-8d76-c6b5be7d9ded;Emiko Yuasa;Emiko Yuasa;Importbereit;Mittel;Die verknüpften Münchner Programmdaten nennen Emiko Yuasa für solistische Mitwirkung bei „Kammerkonzert »Meister und Mäzen«: Werke von Erzherzog Rudolph von Österreich und Beethoven“ und „Solist*innen des BRSO : Kammerorchester: Werke von Wolfgang Amadeus Mozart“.;Verknüpfte Veranstaltungsseite;https://www.brso.de/konzerte/kammerkonzert-meister-und-maezen/;Projektquelle/Veranstaltung;2;0;biography_de per UUID aktualisieren;
dba427dc-d511-43c4-b6bb-476e52eb03da;Engelbert Humperdinck;Engelbert Humperdinck;Importbereit;Hoch;Engelbert Humperdinck (1854–1921) war ein deutscher Komponist der Spätromantik. Bekannt wurde er vor allem durch die Märchenoper „Hänsel und Gretel“, deren Verbindung von volksliednaher Melodik und reich ausgearbeiteter Orchesterbehandlung bis heute zum Opernrepertoire gehört. Humperdinck arbeitete zeitweise als Assistent Richard Wagners in Bayreuth und war später als Lehrer in Frankfurt und Berlin tätig. Neben Opern schrieb er Bühnenmusiken, Chorwerke, Lieder und Orchesterkompositionen.;Engelbert Humperdinck – Wikipedia;https://de.wikipedia.org/wiki/Engelbert_Humperdinck;Wikipedia;0;0;biography_de per UUID aktualisieren;Nicht mit dem gleichnamigen britischen Popsänger verwechseln.
11aecfdd-da2e-47c5-a69c-fe62ca2957d8;Enjott Schneider;Enjott Schneider;Importbereit;Hoch;Enjott Schneider (* 1950) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Musikwissenschaft, Musikpädagogik, Schauspiel und Arrangement.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Enjott_Schneider;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
8c2a5d46-7f05-41ce-9458-0dfe9ab62d26;Ennio Morricone;Ennio Morricone;Importbereit;Hoch;Ennio Morricone (1928–2020) war eine Persönlichkeit des Musiklebens mit Bezug zu Italien. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Klavier, Komposition, Arrangement und Trompete. Im erfassten Konzertrepertoire ist Ennio Morricone unter anderem mit „La Califfa“ und „Cinema Paradiso“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Ennio_Morricone;Wikidata + deutsche Wikipedia;0;2;biography_de per UUID aktualisieren;
4b1eb37e-b27c-4175-a61e-e22d60196ef1;Éric Montalbetti;Éric Montalbetti;Importbereit;Hoch;Éric Montalbetti (* 1968) ist eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition. Im erfassten Konzertrepertoire ist Éric Montalbetti unter anderem mit „„Nachtgebet“ für Violoncello und Orchester“ vertreten.;Wikidata;https://www.wikidata.org/wiki/Q33169132;Wikidata;1;1;biography_de per UUID aktualisieren;
00dffb10-be2b-4096-a219-df69e0882d0d;Erich Wolfgang Korngold;Erich Wolfgang Korngold;Importbereit;Hoch;Erich Wolfgang Korngold (1897–1957) war eine Persönlichkeit des Musiklebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Klavier, Dirigieren und Arrangement. Die verknüpften Münchner Programmdaten nennen Erich Wolfgang Korngold für Komposition bei „Münchner Philharmoniker: Korngold Williams Prokofjew“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Erich_Wolfgang_Korngold;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
fc206a3a-266c-4e9a-ad7c-575d2f1917b3;Ernst von Dohnanyi;Ernst von Dohnanyi;Importbereit;Hoch;Ernst von Dohnanyi (1877–1960) war eine Persönlichkeit des Musiklebens mit Bezug zu Ungarn. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Komposition, Klavier, Musikwissenschaft und Musikpädagogik.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Ernst_von_Dohn%C3%A1nyi;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
6701432e-3c53-4775-8a80-d905fc1a037d;Fazıl Say;Fazıl Say;Importbereit;Hoch;Fazıl Say (* 1970) ist eine Persönlichkeit des Musiklebens mit Bezug zu Türkei. Zu den dokumentierten Tätigkeitsfeldern gehören Klavier und Komposition. Die verknüpften Münchner Programmdaten nennen Fazıl Say bei „Fazil Say, Aslihan And Say & Aykut Köselerli“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Faz%C4%B1l_Say;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
29316e8d-c5db-4a27-8778-88a5d80b653c;Florian Christl;Florian Christl;Importbereit;Hoch;Florian Christl (* 1990) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Klavier. Die verknüpften Münchner Programmdaten nennen Florian Christl bei „Florian Christl“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Florian_Christl;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
eeb7553a-1d7d-4af5-a4b3-8eefda6233a7;Francis Poulenc;Francis Poulenc;Importbereit;Hoch;Francis Poulenc (1899–1963) war eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Klavier. Im erfassten Konzertrepertoire ist Francis Poulenc unter anderem mit „Konzert für Orgel, Streicher und Pauke“ und „Sextett für Klavier und Bläser“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Francis_Poulenc;Wikidata + deutsche Wikipedia;0;2;biography_de per UUID aktualisieren;
c8c214e3-7783-4c24-8d95-1b8cb6380381;Frank Martin;Frank Martin;Importbereit;Hoch;Frank Martin (1890–1974) war ein Schweizer Komponist. In seiner Musik verband er eine an Johann Sebastian Bach und der französischen Tradition geschulte Klangsprache mit Elementen der Zwölftontechnik, ohne die Tonalität vollständig aufzugeben. Zu seinen wichtigen Werken gehören die „Petite Symphonie concertante“, das Oratorium „Golgotha“, die „Messe für zwei vierstimmige Chöre“ und die Oper „Der Sturm“. Martin wirkte außerdem als Pianist und lehrte Komposition an der Musikhochschule Köln.;Frank Martin – Wikipedia;https://de.wikipedia.org/wiki/Frank_Martin_(Komponist);Wikipedia;0;0;"biography_de aktualisieren; falsche Website ersetzen";Die hinterlegte Kabarett-Website gehört zu Martin Frank und nicht zum Schweizer Komponisten Frank Martin.
04257036-b8fe-48c2-986c-0d64d3307667;Franz Anton Hoffmeister;Franz Anton Hoffmeister;Importbereit;Hoch;Franz Anton Hoffmeister (1754–1812) war eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition. Die verknüpften Münchner Programmdaten nennen Franz Anton Hoffmeister für Komposition bei „Festliche Advents-Matinée“ und „Jubiläumskonzert: 75 Jahre ARD-Musikwettbewerb“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Franz_Anton_Hoffmeister;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
5fec9856-8672-4402-8e46-adfa635d59e9;Franz Liszt;Franz Liszt;Importbereit;Hoch;Franz Liszt (1811–1886) war eine Persönlichkeit des Kulturlebens mit Bezug zu Königreich Ungarn. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Klavier, Dirigieren, Musikpädagogik und Literatur. Als Instrument beziehungsweise stimmlicher Schwerpunkt sind Klavier und Orgel verzeichnet. Im erfassten Konzertrepertoire ist Franz Liszt unter anderem mit „Années de Pèlerinage (Deuxième Année Italie)“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Franz_Liszt;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
7cacd42f-74ca-49d4-b568-3005f9a51acd;Franz Schreker;Franz Schreker;Importbereit;Hoch;Franz Schreker (1878–1934) war eine Persönlichkeit des Kulturlebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Musikpädagogik, Literatur, Dirigieren und Arrangement. Im erfassten Konzertrepertoire ist Franz Schreker unter anderem mit „Nachtstück (Night Piece), Symphonic Interlude from the Opera Der ferne Klang“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Franz_Schreker;Wikidata + deutsche Wikipedia;2;1;biography_de per UUID aktualisieren;
b8e90650-96c8-41dc-b769-6a8995bbb804;Franz-Josef Selig;Franz-Josef Selig;Importbereit;Hoch;Franz-Josef Selig (* 1962) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang und Bassgesang. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet. Die verknüpften Münchner Programmdaten nennen Franz-Josef Selig für solistische Mitwirkung bei „Münchner Philharmoniker: Beethoven Mozart“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Franz-Josef_Selig;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
b48bff75-94a1-482e-b6da-0bd37160f97e;Frédéric Chopin;Frédéric Chopin;Importbereit;Hoch;Frédéric Chopin (1810–1849) war eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Klavier und Musikpädagogik. Die verknüpften Münchner Programmdaten nennen Frédéric Chopin für Komposition bei „Münchner Philharmoniker: Dvořák Chopin Beach“ und „Münchner Philharmoniker: 4th Youth Concert“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Chopin;Wikidata + deutsche Wikipedia;3;0;biography_de per UUID aktualisieren;
0be0e4a2-b6d6-483e-9fa3-2673e8492557;Friedrich Cerha;Friedrich Cerha;Importbereit;Hoch;Friedrich Cerha (1926–2023) war eine Persönlichkeit des Musiklebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Komposition, Musikpädagogik und Violine. Im erfassten Konzertrepertoire ist Friedrich Cerha unter anderem mit „Konzert für Schlagzeug und Orchester“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Friedrich_Cerha;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
22d24f4c-4e77-4767-863f-7f107d1fbb21;Friedrich von Flotow;Friedrich von Flotow;Importbereit;Hoch;Friedrich von Flotow (1812–1883) war eine Persönlichkeit des Kulturlebens mit Bezug zu Großherzogtum Mecklenburg-Schwerin. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Tanz und Choreografie. Im erfassten Konzertrepertoire ist Friedrich von Flotow unter anderem mit „Ouvertüre zu „Alessandro Stradella““ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Friedrich_von_Flotow;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
c501b577-e201-4120-845b-610eccd52348;Friedrich von Thun;Friedrich von Thun;Importbereit;Hoch;Friedrich von Thun (* 1942) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Schauspiel und Regie. Die verknüpften Münchner Programmdaten nennen Friedrich von Thun bei „Senta Berger & Friedrich von Thun: Loriot – Szenen einer Ehe“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Friedrich_von_Thun;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
563e3759-65f8-4077-888e-a6c7ab111ab9;Fuad Ibrahimov;Fuad Ibrahimov;Importbereit;Hoch;Fuad Ibrahimov (* 1982) ist eine Persönlichkeit des Musiklebens mit Bezug zu Aserbaidschan. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren. Die verknüpften Münchner Programmdaten nennen Fuad Ibrahimov für Dirigat bei „Fuad Ibrahimov dirigiert die Neue Philharmonie München“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Fuad_Ibrahimov;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
4d3907b5-a726-4470-a20a-9e52011f3675;Gabriel Fauré;Gabriel Fauré;Importbereit;Hoch;Gabriel Fauré (1845–1924) war eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Orgel, Musikwissenschaft, Musikpädagogik und Klavier.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Gabriel_Faur%C3%A9;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
b063ee4f-86ca-47b8-b5ef-6ae978af5858;Gaspare Spontini;Gaspare Spontini;Importbereit;Hoch;Gaspare Spontini (1774–1851) war eine Persönlichkeit des Musiklebens mit Bezug zu Kirchenstaat. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Dirigieren und Violine.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Gaspare_Spontini;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
be57a75a-b0d4-4806-8236-7a8c4859cc01;Georg Baselitz;Georg Baselitz;Importbereit;Mittel bis hoch;Georg Baselitz (1938–2026) war eine Persönlichkeit des Kulturlebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Bildende Kunst. Die verknüpften Münchner Programmdaten nennen Georg Baselitz bei „Isabelle Faust & Friends / Baselitz / Salzburger Marionettentheater“.;MusicBrainz: Georg Baselitz;https://musicbrainz.org/artist/2079a17f-f3cc-4b5e-b4ee-6f11e813daf5;MusicBrainz;1;0;biography_de per UUID aktualisieren;
3ada1171-e59a-4b4c-9461-8536568ada86;Georg Friedrich Händel;Georg Friedrich Händel;Importbereit;Hoch;Georg Friedrich Händel (1685–1759) war eine Persönlichkeit des Musiklebens mit Bezug zu Brandenburg-Preußen. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Cembalo, Orgel, Violine und Oboe. Im erfassten Konzertrepertoire ist Georg Friedrich Händel unter anderem mit „Alcina“ und „Semele“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Georg_Friedrich_H%C3%A4ndel;Wikidata + deutsche Wikipedia;4;3;biography_de per UUID aktualisieren;
08093adf-8bd7-4091-82f2-3be780e0378c;Gioacchino Rossini;Gioacchino Rossini;Importbereit;Hoch;Gioacchino Rossini (1792–1868) war eine Persönlichkeit des Musiklebens mit Bezug zu Königreich Italien. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Violoncello. Im erfassten Konzertrepertoire ist Gioacchino Rossini unter anderem mit „Petite Messe solennelle“, „Wilhelm Tell (Ouvertüre)“ und „La cenerentola“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Gioachino_Rossini;Wikidata + deutsche Wikipedia;0;3;biography_de per UUID aktualisieren;
9328a376-07b4-4869-aa59-4a01438cffa4;Giorgi Gigashvili;Giorgi Gigashvili;Importbereit;Hoch;Giorgi Gigashvili (* 2000) ist eine Persönlichkeit des Musiklebens mit Bezug zu Schweiz. Zu den dokumentierten Tätigkeitsfeldern gehören Klavier und Komposition. Die verknüpften Münchner Programmdaten nennen Giorgi Gigashvili für solistische Mitwirkung bei „Giorgi Gigashvili & das Münchener Kammerorchester“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Giorgi_Gigaschwili;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
255fdab7-a3e4-4934-8dce-11b2b1cdcb40;Giuseppe Verdi;Giuseppe Verdi;Importbereit;Hoch;Giuseppe Verdi (1813–1901) war eine Persönlichkeit des Kulturlebens mit Bezug zu Herzogtum Parma. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Dirigieren, Literatur und Klavier. Im erfassten Konzertrepertoire ist Giuseppe Verdi unter anderem mit „Rigoletto“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Giuseppe_Verdi;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
f8b02ca7-bf1c-48ab-9236-b840a863b579;Glen Wilson;Glen Wilson;Importbereit;Hoch;Glen Wilson (* 1952) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigte Staaten. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Cembalo, Klavier, Orgel und Harfe.;Wikidata + englische Wikipedia;https://en.wikipedia.org/wiki/Glen_Wilson_(harpsichordist);Wikidata + englische Wikipedia;0;0;biography_de per UUID aktualisieren;"MusicBrainz enthält 2 gleichnamige Personeneinträge; Zuordnung vor Import prüfen."
2a898779-760b-4af6-9e0a-d3a6f860ed76;Golfam Khayam;Golfam Khayam;Importbereit;Hoch;Golfam Khayam (* 1982) ist eine Persönlichkeit des Musiklebens mit Bezug zu Iran. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition. Im erfassten Konzertrepertoire ist Golfam Khayam unter anderem mit „I am not a tale to be told“ vertreten.;Wikidata;https://www.wikidata.org/wiki/Q5949370;Wikidata;2;1;biography_de per UUID aktualisieren;
2674f916-77c7-4f78-a36a-9898df9f179f;Gottfried von der Goltz;Gottfried von der Goltz;Importbereit;Hoch;Gottfried von der Goltz (* 1964) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren und Violine.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Gottfried_von_der_Goltz;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
ca8cac78-543b-473d-aca2-51ea9f4d146c;Guy Barker;Guy Barker;Importbereit;Hoch;Guy Barker (* 1957) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Jazz und Trompete. Die verknüpften Münchner Programmdaten nennen Guy Barker für Komposition bei „Kisoboka – Everything Is Possible“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Guy_Barker;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
58d9c051-34b5-43d4-89d2-4e70f413e05c;György Kurtág;György Kurtág;Importbereit;Hoch;György Kurtág (* 1926) ist eine Persönlichkeit des Musiklebens mit Bezug zu Ungarn. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Klavier und Musikpädagogik.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Gy%C3%B6rgy_Kurt%C3%A1g;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
0bec52ab-2aef-4bbc-9017-6fd268d84128;Hannah Kendall;Hannah Kendall;Importbereit;Hoch;"Hannah Kendall (* 1984) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition. Im erfassten Konzertrepertoire ist Hannah Kendall unter anderem mit „»the need / to be shattered & rebuilt« für Orchester“ und „»the need / to be shattered &#038; rebuilt« für Orchester“ vertreten.";Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Hannah_Kendall;Wikidata + deutsche Wikipedia;0;2;biography_de per UUID aktualisieren;
179ed955-3e98-46a2-91a9-49fb6b093c72;Hans Rott;Hans Rott;Importbereit;Hoch;Hans Rott (1858–1884) war eine Persönlichkeit des Musiklebens mit Bezug zu Kaisertum Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Orgel. Im erfassten Konzertrepertoire ist Hans Rott unter anderem mit „Orchestervorspiel E-Dur“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Hans_Rott_(Musiker);Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
c4476d80-3350-4597-a13b-3ee30aa8d08d;Harald Lesch;Harald Lesch;Importbereit;Hoch;Harald Lesch (* 1960) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Moderation und Literatur. Die verknüpften Münchner Programmdaten nennen Harald Lesch für Moderation bei „Quadro Nuevo & Prof. Harald Lesch: Sonne, Mond und Sterne“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Harald_Lesch;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
22c1d8e1-a499-437f-91cd-deecf62539e7;Harrison Birtwistle;Harrison Birtwistle;Importbereit;Hoch;Harrison Birtwistle (1934–2022) war eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Musikpädagogik. Im erfassten Konzertrepertoire ist Harrison Birtwistle unter anderem mit „Dinah and Nick’s Love Song“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Harrison_Birtwistle;Wikidata + deutsche Wikipedia;0;1;biography_de per UUID aktualisieren;
b0bac5a3-95fa-4a55-9e72-370b90384507;Hayato Sumino;Hayato Sumino;Importbereit;Hoch;Hayato Sumino (* 1995) ist eine Persönlichkeit des Musiklebens mit Bezug zu Japan. Zu den dokumentierten Tätigkeitsfeldern gehören Klavier und Komposition. Die verknüpften Münchner Programmdaten nennen Hayato Sumino bei „Hayato Sumino“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Hayato_Sumino;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
e690459a-8099-4f40-88f8-7d1c8ea56c27;Heitor Villa-Lobos;Heitor Villa-Lobos;Importbereit;Hoch;Heitor Villa-Lobos (1887–1959) war eine Persönlichkeit des Kulturlebens mit Bezug zu Brasilien. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Tanz und Choreografie, Dirigieren, Musikwissenschaft und Gitarre.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Heitor_Villa-Lobos;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
69601717-2832-4acb-95c7-d920662403ac;Igor Strawinsky;Igor Strawinsky;Importbereit;Hoch;Igor Strawinsky (1882–1971) war eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Dirigieren und Klavier. Im erfassten Konzertrepertoire ist Igor Strawinsky unter anderem mit „Suite Nr. 1 für kleines Orchester“, „Divertimento zum Ballett »Le baiser de la fée«“ und „Chant funèbre“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Igor_Strawinsky;Wikidata + deutsche Wikipedia;4;9;biography_de per UUID aktualisieren;
d92bc231-245f-4519-b98b-d99da6e961ab;Isabelle Faust;Isabelle Faust;Importbereit;Hoch;Isabelle Faust (* 1972) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Violine. Die verknüpften Münchner Programmdaten nennen Isabelle Faust für solistische Mitwirkung bei „Isabelle Faust & Friends / Baselitz / Salzburger Marionettentheater“ und „Sir Simon Rattle & Isabelle Faust: Werke von Dvořák, Berg und Schubert“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Isabelle_Faust;Wikidata + deutsche Wikipedia;3;0;biography_de per UUID aktualisieren;
49bd3f9d-3bb2-485e-a31e-29c3ef37532d;Iván Fischer;Iván Fischer;Importbereit;Hoch;Iván Fischer (* 1951) ist eine Persönlichkeit des Musiklebens mit Bezug zu Ungarn. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren und Komposition. Die verknüpften Münchner Programmdaten nennen Iván Fischer für Dirigat bei „Budapest Festival Orchestra“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Iv%C3%A1n_Fischer;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
cc0ebe7e-2c55-4616-88cf-f2a8d2f9956b;Jakub Hrůša;Jakub Hrůša;Importbereit;Hoch;Jakub Hrůša (* 1981) ist eine Persönlichkeit des Musiklebens mit Bezug zu Tschechien. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren und Klavier. Die verknüpften Münchner Programmdaten nennen Jakub Hrůša für Dirigat bei „Bamberger Symphoniker, Jakub Hrůša & Kirill Gerstein: Beethoven Klavierkonzert Nr. 5 und 2. Symphonie“ und „Jakub Hrůša & Nikolaj Znaider: Elgar Violinkonzert und Walton Symphonie Nr. 1“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Jakub_Hr%C5%AF%C5%A1a;Wikidata + deutsche Wikipedia;3;0;biography_de per UUID aktualisieren;
